JobID,NumberNodes,NumberLayers,TimeOptimize,TimeSample,MaxCutTime,TotalTime,MaxCutPartition,Target,Optimizer
5743954,2,1,0.1610884666442871,0.0033111572265625,0.0002589225769042969,0.16961312294006348,01,nvidia,COBYLA
5743954,2,2,0.21763014793395996,0.0052907466888427734,0.0002155303955078125,0.2278585433959961,01,nvidia,COBYLA
5743954,2,3,0.2834479808807373,0.010532855987548828,0.00025081634521484375,0.29994988441467285,01,nvidia,COBYLA
5743954,2,4,0.29421329498291016,0.0033643245697021484,0.00024008750915527344,0.30372071266174316,01,nvidia,COBYLA
5743954,2,5,0.29140377044677734,0.0036067962646484375,0.00025272369384765625,0.30031538009643555,01,nvidia,COBYLA
5743954,2,6,0.29163312911987305,0.003584623336791992,0.00024771690368652344,0.3005843162536621,01,nvidia,COBYLA
5743954,2,7,0.2957792282104492,0.0036001205444335938,0.00025177001953125,0.30451464653015137,01,nvidia,COBYLA
5743954,2,8,0.2965424060821533,0.0036020278930664062,0.00023865699768066406,0.305523157119751,01,nvidia,COBYLA
5743954,2,9,0.3045623302459717,0.0036962032318115234,0.0002465248107910156,0.3134899139404297,01,nvidia,COBYLA
5743954,2,10,0.30026745796203613,0.0036439895629882812,0.00025343894958496094,0.30913615226745605,01,nvidia,COBYLA
5743954,2,11,0.2996354103088379,0.0034646987915039062,0.00024890899658203125,0.308272123336792,01,nvidia,COBYLA
5743954,2,12,0.302182674407959,0.003812551498413086,0.000247955322265625,0.31139135360717773,01,nvidia,COBYLA
5743954,2,13,0.30601954460144043,0.003735780715942383,0.0002491474151611328,0.3150041103363037,01,nvidia,COBYLA
5743954,2,14,0.3117983341217041,0.003593921661376953,0.0002460479736328125,0.32111024856567383,01,nvidia,COBYLA
5743954,2,15,0.3120548725128174,0.0038869380950927734,0.00036072731018066406,0.3219716548919678,01,nvidia,COBYLA
5743954,2,16,0.31285786628723145,0.003542184829711914,0.0002524852752685547,0.3218400478363037,01,nvidia,COBYLA
5743954,2,17,0.31755542755126953,0.0037479400634765625,0.0002512931823730469,0.3263685703277588,01,nvidia,COBYLA
5743954,2,18,0.3168456554412842,0.0037832260131835938,0.0002396106719970703,0.3258230686187744,01,nvidia,COBYLA
5743954,2,19,0.3160076141357422,0.0037801265716552734,0.0002446174621582031,0.3252577781677246,01,nvidia,COBYLA
5743954,2,20,0.3182973861694336,0.003774881362915039,0.00025963783264160156,0.3275027275085449,01,nvidia,COBYLA
5743954,3,1,0.17118525505065918,0.003729581832885742,0.00024700164794921875,0.18004918098449707,011,nvidia,COBYLA
5743954,3,2,0.28687524795532227,0.003602743148803711,0.00025200843811035156,0.2957277297973633,011,nvidia,COBYLA
5743954,3,3,0.29278564453125,0.003621816635131836,0.0002453327178955078,0.3015315532684326,011,nvidia,COBYLA
5743954,3,4,0.2999727725982666,0.0036466121673583984,0.00025177001953125,0.3089721202850342,011,nvidia,COBYLA
5743954,3,5,0.30291318893432617,0.003446817398071289,0.00026035308837890625,0.3114047050476074,011,nvidia,COBYLA
